countryterritoryCode,dateRep,cases,deaths,countriesAndTerritories,popData2018,GDP (current US$),GDP per capita (current US$),Access to electricity (% of population),Current health expenditure per capita (current US$),Current health expenditure (% of GDP),"Hospital beds (per 1,000 people)"
CAN,2020-03-27,633,4,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-26,1426,8,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-25,313,3,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-24,216,4,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-23,128,2,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-22,331,6,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-21,125,2,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-20,156,1,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-19,121,1,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-18,145,4,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-17,120,3,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-16,60,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-15,68,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-14,38,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-13,35,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-12,10,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-11,16,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-10,15,1,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-09,5,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-08,6,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-07,6,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-06,12,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-05,3,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-04,3,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-03,3,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-02,4,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-03-01,4,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-29,2,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-28,2,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-27,1,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-26,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-25,2,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-24,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-23,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-22,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-21,1,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-20,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-19,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-18,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-17,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-16,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-15,1,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-14,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-13,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-12,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-11,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-10,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-09,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-08,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-07,2,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-06,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-05,1,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-04,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-03,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-02,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-02-01,1,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-31,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-30,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-29,1,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-28,1,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-27,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-26,1,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-25,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-24,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-23,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-22,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-21,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-20,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-19,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-18,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-17,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-16,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-15,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-14,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-13,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-12,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-11,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-10,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-09,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-08,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-07,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-06,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-05,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-04,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-03,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-02,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2020-01-01,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CAN,2019-12-31,0,0,Canada,37058856.0,1713341704877.01,46232.989622696696,100.0,4754.94775390625,10.5727694928646,2.7
CPV,2020-04-17,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-16,44,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-15,1,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-14,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-13,2,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-12,1,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-11,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-10,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-09,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-08,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-07,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-06,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-05,1,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-04,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-03,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-02,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-04-01,1,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-03-31,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-03-30,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-03-29,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-03-28,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-03-27,1,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-03-26,1,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-03-25,0,1,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-03-24,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-03-23,0,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-03-22,1,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CPV,2020-03-21,2,0,Cape_Verde,543767.0,1976814276.50792,3635.40684982339,92.91363525390629,167.589614868164,5.1654886454343805,2.1
CYM,2020-04-17,1,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-16,6,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-15,1,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-14,0,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-13,0,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-12,8,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-11,0,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-10,0,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-09,0,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-08,6,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-07,0,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-06,4,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-05,6,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-04,1,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-03,6,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-02,8,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-04-01,2,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-03-31,4,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-03-30,0,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-03-29,0,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-03-28,2,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-03-27,3,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-03-26,0,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-03-25,0,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-03-24,0,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-03-23,0,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-03-22,0,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-03-21,2,1,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CYM,2020-03-20,1,0,Cayman_Islands,64174.0,5141833913.356529,81124.5134794821,100.0,,,3.0
CAF,2020-04-17,1,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-16,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-15,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-14,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-13,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-12,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-11,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-10,1,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-09,1,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-08,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-07,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-06,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-05,1,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-04,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-03,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-02,2,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-04-01,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-31,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-30,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-29,1,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-28,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-27,1,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-26,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-25,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-24,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-23,1,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-22,2,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-21,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-20,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-19,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-18,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-17,0,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
CAF,2020-03-16,1,0,Central_African_Republic,4666377.0,2219894701.95124,475.721250544318,29.9820384979248,24.1500549316406,5.82177564501762,1.0
TCD,2020-04-17,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-16,4,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-15,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-14,8,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-13,4,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-12,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-11,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-10,1,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-09,1,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-08,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-07,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-06,1,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-05,1,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-04,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-03,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-02,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-04-01,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-03-31,2,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-03-30,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-03-29,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-03-28,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-03-27,2,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-03-26,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-03-25,1,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-03-24,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-03-23,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-03-22,1,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-03-21,0,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
TCD,2020-03-20,1,0,Chad,15477751.0,11273115239.4255,728.343235359289,10.8764162063599,29.730863571167003,4.48730140924454,0.4
CHL,2020-04-17,534,11,Chile,18729160.0,298231133532.74896,15923.358737538101,100.0,1381.98620605469,8.983509987592699,2.2
CHL,2020-04-16,356,2,Chile,18729160.0,298231133532.74896,15923.358737538101,100.0,1381.98620605469,8.983509987592699,2.2
